Name,id_Number,gender,height_cm,weight_kg
Maria Curley,29184195310195407,Male,157,97
Maria Currie,48180201003114820,Male,159,58
Maria Currie,45839199104108041,Male,210,75
Maria Cutter,55542200607307895,Female,160,68
Maria Dang,24725194801311407,Male,185,110
Maria Denny,90944193709183615,Female,170,57
Maria Dickerson,51425201404033801,Male,206,56
Maria Douglass,47987195507172812,Male,166,75
Maria Dunkle,59455194611042837,Female,198,102
Maria France,70995195508284791,Female,219,118
Maria Fujisawa,64343195007277665,Female,219,55
Maria Gelles,24187200805159586,Female,164,63
Maria Gibson,63845198404025259,Female,192,85
Maria Green,36222200301054351,Female,183,105
Maria Grier,54439198106165176,Male,162,79
Maria Groff,50324196109068212,Female,182,45
Maria Hairr,99135201111105604,Female,197,90
Maria Halpin,27213193801033371,Male,212,74
Maria Hanks,79720194210233710,Female,197,119
Maria Hanson,84962199411276320,Male,200,51
Maria Hastings,12827197306237054,Female,151,47
Maria Hawkins,12047199808021470,Male,188,84
Maria Henry,31935196107283813,Male,206,83
Maria Herrera,74074199406149952,Male,209,72
Maria Hunter,42398196007141064,Female,161,69
Maria Hunter,82916195909205604,Female,164,106
Maria James,57768198310051158,Female,150,114
Maria James,38107195310037273,Female,206,48
Maria Johnson,76933197808213363,Male,165,84
Maria Kane,61454199211069886,Female,155,83
Maria Kloke,14377201407043622,Male,155,116
Maria Kloke,63648194603264083,Female,210,77
Maria Lilley,41884200701164534,Male,211,65
Maria Marlow,74028198102281073,Male,189,78
Maria Melton,48230197902025173,Male,152,53
Maria Melton,73030195309231065,Female,192,88
Maria Miller,64417195312054255,Male,158,97
Maria Mims,45118199210019352,Male,181,76
Maria Nakata,42860198304111085,Female,206,90
Maria Ocampo,22217198305013025,Female,172,91
Maria Ortiz,58239197605212724,Female,163,102
Maria Parsons,19170195709249957,Male,154,107
Maria Pomeranz,22248196603073839,Male,211,115
Maria Rehkop,30691201207165991,Male,211,94
Maria Reid,77977193201174960,Female,204,95
Maria Roy,17380199903063469,Female,210,59
Maria Rudd,47332195702241785,Female,183,60
Maria Rueb,50648198909046656,Male,214,89
Maria Russell,76317196604029393,Male,219,104
Maria Sanders,51137193709024238,Female,204,105
Maria Sanders,52041196608065162,Male,218,88
Maria Schaaf,28015199310233608,Male,198,117
Maria Shaffer,28836197902016193,Male,183,118
Maria Shelley,87958195104154166,Male,193,106
Maria Smith,33288201204194519,Male,156,87
Maria Smith,55946195306184164,Female,177,93
Maria Spencer,54530194005221536,Male,219,54
Maria Tabron,17583198601021652,Female,218,77
Maria Tisdale,29627200606139185,Female,212,68
Maria Varela,77307199207197995,Female,185,112
Maria Verity,31500198201114814,Female,164,97
Maria Vrablic,65488196102077642,Male,201,55
Maria Webb,98172195411271867,Male,197,49
Maria Williams,86774201112188815,Male,199,113
Maria Williamson,16319198607166604,Female,170,81
Maria Winters,93047193104072561,Male,218,107
Maria Woodard,76676198907261164,Female,173,97
Maria Wylam,18049201009047181,Female,198,117
Marian Bagley,31469194301256415,Female,195,56
Marian Bagley,70274196403086083,Male,178,78
Marian Fetherston,92563196805025917,Female,155,96
Marian Frazier,49050201302042893,Male,154,84
Marian Hart,19927197412172618,Female,160,53
Marian Houston,87723192806281587,Female,180,117
Marian Jones,60860201905253161,Male,156,99
Marian Jones,47620199802055799,Female,177,79
Marian Long,80691194407216418,Female,174,77
Marian Mena,69771199107225821,Male,165,93
Marian Montano,34240199907044651,Male,167,101
Marian Patron,20025200710289340,Male,206,91
Marian Peacock,90605193004198799,Male,153,108
Marian Williams,31566198805068585,Male,171,92
Mariana Cormier,39135193007253964,Female,195,79
Mariana Cormier,64027199406118960,Male,164,86
Mariana Deno,41011197806032821,Male,155,101
Marianna Gomez,30759200203042513,Male,217,106
Marianna Nelson,61468201504284842,Female,219,70
Marianna Russell,68218194407285275,Female,153,97
Marianne Brassell,23495196512156655,Female,152,110
Marianne Duran,36826195310313192,Male,178,77
Marianne Edwards,97971196504089844,Male,178,55
Marianne Edwards,75946200911016697,Male,215,82
Marianne Groner,78851197612186047,Female,214,89
Maribel Trout,56112194603201706,Male,159,68
Maribel Trout,38653194711177975,Male,202,58
Maribeth Levine,26512198405027320,Female,168,77
Maricela Rodriguez,54202199211158377,Male,183,94
Marie Allen,52672196006025265,Male,189,113
Marie Benet,91360196907062556,Male,194,49
Marie Brewton,45864193610287260,Male,173,76
Marie Butler,66657199412025523,Female,157,50
Marie Butler,26715194303223993,Male,183,118
Marie Camfield,62047195412164496,Male,180,72
Marie Davis,47582199906113576,Female,174,56
Marie Downing,63308195808053432,Female,201,61
Marie Downing,62355192606081839,Female,151,56
Marie Esquivel,35151199901234048,Female,152,80
Marie Gibson,37808200106286600,Male,204,99
Marie Gordon,66956194009174795,Female,156,101
Marie Hall,29635194212243259,Male,162,70
Marie Hall,76424193404155995,Male,172,113
Marie Harris,85671193604234727,Male,214,102
Marie Lavin,51100201009263657,Female,158,66
Marie Legros,49484193711031417,Male,171,55
Marie Mccrossen,12350198011204703,Female,161,67
Marie Mclawhorn,13977199101263202,Male,170,70
Marie Mclawhorn,20684197608215827,Female,165,117
Marie Miranda,97959198004143847,Male,198,113
Marie Mitchell,75522199812101676,Male,162,99
Marie Montoya,57921193211208027,Male,170,81
Marie Morrow,31243192010276905,Female,173,82
Marie Phillip,60077200111091883,Female,217,75
Marie Randle,95876196106287833,Male,216,90
Marie Richardson,66178197801259152,Male,194,55
Marie Smith,74516199705156371,Male,219,86
Marie Smith,59009196507114776,Male,210,119
Marie Spradlin,24188198003271004,Male,196,105
Marie Spradlin,38895193803159952,Female,173,103
Marie Strong,10534200202232325,Female,209,109
Marie Vahle,31695200211293848,Male,184,65
Marie Zingler,91479201908031721,Male,189,49
Marie Zingler,46098194603113402,Female,164,67
Mariko Harris,94847195606201620,Female,190,104
Marilyn Abruzzino,32823195107059512,Male,206,112
Marilyn Arce,22823194311192324,Female,185,82
Marilyn Bijou,63689196509105727,Female,192,74
Marilyn Everett,64702201404138934,Male,188,99
Marilyn Frederick,60883198809012314,Female,181,53
Marilyn Graham,49010197802272631,Female,188,51
Marilyn Hicks,40582197809083153,Male,169,77
Marilyn Higuera,89694197211259406,Male,195,78
Marilyn Klein,44210199909144455,Female,163,113
Marilyn Marcum,20411198408185851,Male,169,102
Marilyn Mccool,10776195710119162,Female,218,87
Marilyn Nelson,89267195210177619,Female,201,111
Marilyn Pacheco,26979198107106262,Female,200,113
Marilyn Puryear,98137201408125290,Male,209,72
Marilyn Reilly,13028201902221084,Male,184,70
Marilyn Reilly,74112193601292892,Female,154,110
Marilyn Reis,46171201203221636,Female,196,109
Marilyn Santana,32498193801276321,Male,156,106
Marilyn Todd,92390193401199948,Female,166,116
Marilyn Wertz,40840200109215796,Male,172,85
Marina Washington,13724198005178720,Female,155,72
Marina Washington,14436197909215892,Female,216,114
Marina Williams,76371193607162809,Female,183,68
Mario Bennett,51421200206192584,Female,193,102
Mario Braithwaite,48588195309252350,Male,169,65
Mario Hodges,62812194507177857,Female,151,50
Mario Jones,21891194109193119,Female,164,56
Mario Kent,18428197506089882,Female,209,119
Mario Knox,64221198304017231,Male,194,67
Mario Knox,13197197010059473,Male,202,50
Mario Llanes,29704195408079559,Male,158,67
Mario Sweeden,94855194608224244,Male,186,80
Mario Wasson,15561193206087278,Female,175,74
Mario Wheeler,59557194705178930,Male,179,92
Mario Williams,11150200911074645,Male,162,86
Marion Aguilar,49982201907269646,Female,194,58
Marion Berri,58374200401047996,Female,154,114
Marion Brown,81357194207099779,Male,188,85
Marion Daly,27723196703229299,Female,174,50
Marion Diamond,32150196805258498,Male,169,76
Marion Edmundson,23315193204224741,Female,176,88
Marion Gibson,99998199305151473,Female,158,82
Marion Gibson,12002196408237467,Male,164,47
Marion Merrifield,79523198312108213,Female,216,115
Marion Olin,35425196907219716,Male,198,77
Marion Rodriguez,68247194803138906,Male,182,104
Marion Vasques,91210195701031000,Female,195,67
Marisa Eck,22327199205043074,Male,187,56
Marisa Eck,94690193207287445,Male,197,119
Marisela Tiffin,33936199210166152,Male,151,85
Marisol Green,52331199701117241,Female,181,113
Marisol Lee,83666197701111045,Male,178,118
Marissa Backus,71063197408196526,Female,188,79
Marissa Backus,52659194509262722,Male,173,108
Maritza Clouse,59538193103227263,Female,189,98
Marjorie Benigni,78619193504061887,Female,174,56
Marjorie Bennett,64256198702195272,Male,175,88
Marjorie Blevins,45277195907095780,Female,197,73
Marjorie Creveling,76620193606026241,Female,213,53
Marjorie Deluca,99915201109274209,Female,178,45
Marjorie Dirickson,48127200912037646,Female,166,69
Marjorie Ezell,19680193202116393,Male,155,102
Marjorie Gainey,86158199911129107,Male,154,87
Marjorie Gookin,41416201305287166,Female,150,89
Marjorie Griffin,37058195508308184,Female,196,92
Marjorie Griffin,55358199103195405,Female,194,72
Marjorie Hancock,87501193301178858,Female,169,101
Marjorie Hancock,88911193407263157,Female,202,68
Marjorie Jackson,83791194105084836,Male,190,56
Marjorie Lewis,96251201901086867,Male,217,116
Marjorie Moreno,53161196010073254,Female,172,96
Marjorie Ross,71740200908104897,Male,167,51
Mark Allen,81926195403259236,Male,181,105
Mark Allen,69133200505269070,Female,154,111
Mark Anding,37139193301307212,Male,153,113
Mark Angarola,93043194507142247,Female,196,116
Mark Barbrick,64266198912111002,Male,183,106
Mark Bermudez,77932195010063894,Male,199,72
Mark Bowen,46341196503293549,Female,197,83
Mark Brown,38670198310181214,Female,191,80
Mark Callahan,67671200102136022,Female,190,51
Mark Campos,78884198710163275,Male,200,69
Mark Campos,32682192602146603,Male,150,80
Mark Cartagena,16653196707299675,Female,156,74
Mark Chi,27697196207151830,Male,175,50
Mark Chi,71393200108218286,Female,215,64
Mark Chiodo,97041195109267565,Male,209,117
Mark Chiu,70599198909049361,Female,206,64
Mark Cisneros,97236198208043092,Female,189,75
Mark Clouse,69204196203171607,Female,172,45
Mark Crape,42697199705162265,Female,182,50
Mark Crawford,70205196309237536,Female,200,58
Mark Cuevas,47748199606058401,Female,175,91
Mark Davis,96703196512036382,Female,189,93
Mark Eldridge,35024197608071556,Female,200,68
Mark Eldridge,39472197107246511,Male,150,53
Mark Enfinger,82878195002181999,Female,181,108
Mark Esparza,19743197910266516,Male,214,51
Mark Felix,83155201906156120,Female,209,82
Mark Fino,97105195102045721,Female,181,94
Mark Fischer,54478199912061436,Male,219,61
Mark Flannagan,74091201801249130,Female,207,93
Mark Gabbard,75551196606105247,Male,162,113
Mark Gabbard,94974195606292086,Female,184,79
Mark Gallardo,10720195101232452,Female,206,67
Mark Gibson,71755194309139087,Female,179,50
Mark Godfrey,64860201108152232,Male,205,95
Mark Goins,80850198801147153,Female,171,96
Mark Gomez,65098194904242237,Female,171,75
Mark Green,15550194710208219,Female,215,86
Mark Green,66996198512273025,Female,150,50
Mark Grimes,58794199304177176,Male,205,59
Mark Grimes,73410200505279692,Female,197,111
Mark Guzman,38388193403216011,Female,188,58
Mark Harrington,58222196805203119,Male,164,93
Mark Harris,34758196503092469,Male,189,86
Mark Howlett,61304199411287927,Male,199,117
Mark Hulsey,55724196905255138,Female,216,97
Mark Hunt,31005201805099285,Male,185,45
Mark Jackson,40443197106184430,Female,160,46
Mark Jackson,20140199303308510,Female,152,99
Mark Jackson,45633195012086315,Female,163,83
Mark Janek,75372193601241312,Female,214,98
Mark Kelsheimer,17832193711303183,Female,201,89
Mark Kelsheimer,93551193212065582,Female,216,116
Mark Kifer,48140201507292054,Female,204,102
Mark King,92539201811082982,Female,207,118
Mark King,17308198207216392,Male,151,114
Mark Lazarine,32056196212192323,Male,171,75
Mark Lumukanda,59970192509235060,Male,206,52
Mark Lynn,60699192102127310,Female,195,115
Mark Lynn,15635194908163024,Female,206,102
Mark Lyons,45230201409283118,Female,159,114
Mark Martinez,88738193412261963,Male,165,73
Mark Martinez,11446196712315402,Female,159,90
Mark Mccauley,38055192108241717,Male,172,59
Mark Mcdaniel,90321200007102562,Female,163,111
Mark Mcdaniel,89303200002098494,Male,156,78
Mark Mcginnes,35670197305047867,Male,176,93
Mark Miyasato,22744195105301144,Female,209,100
Mark Mone,33847195007172956,Male,196,45
Mark Moreno,14145201908078086,Male,164,85
Mark Mullis,26035198203033395,Male,171,91
Mark Nealy,95567195710132955,Male,167,58
Mark Page,44380198201303553,Male,215,62
Mark Page,55239193312092605,Female,200,100
Mark Petrie,69419193906233707,Female,197,97
Mark Petrie,86260197608217666,Male,156,69
Mark Pomeroy,20517196404088412,Female,177,106
Mark Pomrenke,11634194609034691,Female,159,75
Mark Pomrenke,39120197402016350,Male,196,118
Mark Porter,12673198908117688,Male,176,84
Mark Powell,57950201305303896,Female,164,93
Mark Putney,16372200702259132,Male,207,60
Mark Rivera,82176199811168640,Female,189,72
Mark Robinson,68574196310044404,Female,203,81
Mark Robinson,10315200006011443,Female,198,100
Mark Rowden,47589201512308240,Female,183,48
Mark Rutherford,32458193001308409,Female,156,54
Mark Schippers,93980200610306425,Female,210,105
Mark Schnelder,12466196205014807,Male,200,52
Mark Scott,65043198406227082,Male,154,119
Mark Scott,69288196505173321,Female,209,68
Mark Scott,79041197109175065,Male,186,82
Mark Sears,40897194204231645,Female,215,101
Mark Sikes,67695194603066172,Female,192,101
Mark Sikes,68613194102153699,Female,167,74
Mark Solomon,18611201708138580,Male,167,101
Mark Torrez,66653202004178076,Female,155,105
Mark Tracy,88691200110022940,Male,192,112
Mark Vickers,21672199103141661,Male,207,111
Mark Vickers,37202197408021746,Female,217,63
Mark Washington,16817198604013900,Female,165,79
Mark Washington,65717198003201451,Male,176,79
Mark Wright,43934201203117440,Female,190,64
Mark Zigler,15420197209287526,Male,202,103
Markita Chambers,19678200205268338,Female,188,63
Markus Hamff,24450201110077598,Female,163,56
Markus Quezada,77009195512107510,Male,176,85
Marla Armstead,41062193610291925,Male,197,103
Marla Hardaway,31002193603063224,Male,215,111
Marlena Johnson,93206200305031236,Male,195,106
Marlena Plato,41971198407053665,Female,190,88
Marlene Brewer,89237195412177561,Male,202,100
Marlene Flynn,55905200907104320,Male,169,63
Marlene Kaufman,34718199609119714,Male,191,82
Marlene Kunkle,53101195407192462,Male,209,97
Marlene Livingston,60490194211161027,Female,216,94
Marlene Mecham,10136194410095879,Male,177,57
Marlene Olson,83780196303165425,Female,152,102
Marlene Pabon,39641201503092298,Female,160,115
Marlene Rummler,93280195910298591,Male,191,106
Marlene Sampson,91174200301137582,Female,159,49
Marlene Soliz,62247201202258478,Female,200,47
Marlon Montoya,80303201305106181,Male,193,117
Marlyn Burk,84063199503221486,Male,192,107
Marlyn Dahms,17902194906144291,Female,150,108
Marquis Gatson,46512200907307522,Male,189,97
Marquita Croom,70551199803106289,Male,187,65
Marquitta Givens,66061196505187343,Female,212,86
Marsha Johnson,88399198711105864,Female,189,48
Marsha Jones,86162193902081597,Female,158,110
Marsha Lipscomb,31349200210083091,Female,193,72
Marsha Lipscomb,74979192111175701,Male,206,107
Marsha Mcdaniel,44294197601157108,Female,161,48
Marsha Miller,62131192808029529,Female,177,51
Marshall Johnson,11722193801087767,Female,185,92
Marshall Martelli,98107197310052612,Female,200,66
Marshall Naylor,39820198503221773,Male,155,91
Marshall Reese,87306201212176584,Male,206,113
Marshall Simpson,59959199509015556,Female,175,91
Marshall Smith,39226193405199178,Female,175,102
Marshall Taveras,92368195810032353,Female,163,91
Marta Fuller,62501199608101374,Male,180,79
Marta Funk,14693199806307207,Male,168,73
Marta Jackson,24723194503031563,Male,161,48
Marta Moore,30385196906157844,Male,208,112
Marta Morter,68068200006083386,Male,177,67
Marta Taylor,68002194605242743,Female,166,58
Marta Taylor,13190201302207645,Female,215,82
Martha Adams,58264199006177514,Male,218,51
Martha Adams,36099196012018971,Male,209,92
Martha Ahearn,45081198207099876,Female,177,80
Martha Atwell,18749194011185220,Female,195,110
Martha Belles,53254196308248670,Female,155,45
Martha Beltz,85184200603205836,Male,186,111
Martha Blevins,60290195306106360,Female,203,52
Martha Boland,59708199404291409,Male,216,67
Martha Bolin,48423199507102892,Male,166,68
Martha Boone,27607196803067675,Male,197,103
Martha Christensen,10834198312089422,Male,211,53
Martha Collinson,64944195810207916,Female,165,102
Martha Conda,69736198811281324,Female,173,75
Martha Conda,48087198106043803,Male,201,99
Martha Cyrus,60134201407249851,Female,200,69
Martha Gant,94901197510092010,Male,161,113
Martha Gant,21010200306038911,Male,155,91
Martha Gilbert,12043195412129006,Male,176,76
Martha Graves,37587194110263575,Female,151,69
Martha Griggs,63599201612311015,Male,218,70
Martha Harper,22209199408256589,Male,163,47
Martha Henry,74382196510106121,Male,197,100
Martha Hunter,42395196701295252,Male,217,81
Martha Hylan,48718196910234277,Male,217,103
Martha Jackson,65690193811193062,Male,203,94
Martha Kimbrel,57464195305293919,Female,152,56
Martha Kotson,83465199709213172,Male,212,98
Martha Kotson,69194195411088079,Female,215,104
Martha Lynch,73475193502038280,Male,185,76
Martha Malone,75628197106137845,Female,153,98
Martha Malone,75840197812021757,Male,170,80
Martha Mccullough,43988198608221546,Male,182,117
Martha Mclain,78242194605262217,Male,192,108
Martha Milazzo,39507196703269389,Male,185,59
Martha Moeller,66455193906056794,Female,202,84
Martha Moeller,28285192812113437,Female,208,118
Martha Moore,84570195412146223,Female,163,70
Martha Oakes,54365193402213296,Male,163,88
Martha Oakes,61928200111269581,Female,219,91
Martha Petrarca,70792198707096580,Male,166,47
Martha Senske,35837198307143351,Female,174,90
Martha Swan,34698193210075473,Female,189,64
Martha Taylor,88455197312094946,Female,158,80
Martha Thomas,96823195902154833,Male,219,115
Martha Wallace,28156198910014374,Female,156,46
Martha Washington,62453198909204203,Male,156,77
Martha Wedemeyer,16876195301294739,Male,168,79
Marti Parra,68738199005055205,Male,150,53
Martin Burgess,51823201101059011,Male,168,72
Martin Chase,35402201710172439,Male,174,68
Martin Delaune,49502193609214891,Male,174,63
Martin Fant,47463196811247374,Female,176,111
Martin Jordan,52748196401288569,Male,185,97
Martin Lund,46332196103195147,Male,199,113
Martin Martin,26455200510279939,Male,217,56
Martin Medcalf,46115198204216431,Male,174,93
Martin Moore,57977201202143449,Female,181,103
Martin Pack,11719199107132988,Male,167,66
Martin Perez,87624195212076754,Female,156,71
Martin Perez,32639200606262626,Male,178,70
Martin Robinson,95430194609168834,Male,166,82
Martin Rodriguez,39239198102132534,Female,172,94
Martin Russell,50535197612255898,Female,171,95
Martin Salinas,29792198307076232,Male,196,98
Martin Selestewa,59396194201173929,Female,177,91
Martin Selestewa,78838194305283845,Male,216,77
Martin Skelton,98810201407176287,Male,177,68
Martin Stephenson,20471194802185159,Male,207,92
Martin Taylor,39057200502168090,Female,190,45
Martin Vaca,40855193501274334,Female,153,45
Martin Yoshizumi,89859193008166324,Female,168,72
Martina Mendoza,26197195107052957,Male,208,65
Martina Patterson,83634197711152769,Female,219,103
Martina Patterson,90700198209077840,Female,160,50
Marty Diaz,16962197105207687,Female,165,88
Marty Manning,60793198707072791,Male,170,88
Marvel Kirk,65649199407017178,Male,184,78
Marvin Ackland,73133197907028199,Female,182,99
Marvin Akers,76106199812058115,Male,175,63
Marvin Bauer,38013193110083578,Female,172,83
Marvin Bond,91138193201252629,Female,188,52
Marvin Eckstein,68741194305016792,Male,153,105
Marvin Fontaine,63641193803183265,Female,219,78
Marvin Giddens,88014198807294823,Male,197,59
Marvin Henson,66511193510065395,Female,184,54
Marvin Jennings,94486200407191755,Female,210,95
Marvin Jones,55661199904085185,Female,165,59
Marvin Kincaide,67800199611196327,Male,171,80
Marvin Mitchell,61361193504067807,Male,211,66
Marvin Ritchie,52715201207188516,Female,180,56
Marvin Starnes,74447200006055572,Female,190,78
Marvin Welch,94392197708293038,Male,151,87
Marx Moreta,69380196208276669,Male,216,60
Mary Akin,60245195312282461,Male,184,66
Mary Amato,22869198405053665,Female,201,53
Mary Amato,84139200811177981,Female,160,100
Mary Ball,38939197106254725,Female,201,76
Mary Barnes,32640192209065729,Female,186,69
Mary Barnes,27038197906249435,Male,212,70
Mary Barnett,53295199705134826,Male,175,84
Mary Barrett,86880197604178908,Female,158,62
Mary Barrett,99007197405017157,Female,167,74
Mary Bass,60907196510048759,Male,219,106
Mary Bass,98307194504057946,Female,210,89
Mary Bates,43745200410274268,Male,183,78
Mary Biffle,66173197005051772,Male,155,99
Mary Bingham,77424201803303211,Female,189,57
Mary Blanchard,24992199810263643,Male,172,101
Mary Bowden,26938195903179557,Male,158,100
Mary Braun,17926195608248401,Female,181,92
Mary Brock,17595193003235821,Male,156,98
Mary Broderick,40577196811103854,Female,191,114
Mary Brown,20312200109101137,Female,167,108
Mary Browne,59349200008028793,Female,208,55
Mary Brunson,25243201004225982,Male,191,119
Mary Buckner,48191197801017957,Male,216,85
Mary Bullock,79863195604188994,Male,164,66
Mary Burgess,83787199005075771,Male,190,64
Mary Burks,80798198111187599,Male,152,55
Mary Burrows,24526198508052524,Male,210,54
Mary Cameron,27450199901067919,Female,171,73
Mary Carabajal,25009194003021360,Male,155,52
Mary Ceballos,86748196212024561,Female,174,60
Mary Chambers,80616193409114080,Male,168,67
Mary Chan,94039199906145752,Female,171,80
Mary Chen,68349200711255453,Male,216,80
Mary Clark,73500193605096367,Male,151,104
Mary Cofer,37789201711296490,Female,196,78
Mary Cofer,47155196007115327,Male,218,46
Mary Colvin,25038194301248102,Female,197,85
Mary Crum,82396194705193817,Female,203,79
Mary Cruz,29960200706217898,Female,150,63
Mary Cruz,31053198603292825,Male,164,104
Mary Currie,73753196906109139,Male,164,93
Mary Currie,62169201707153253,Male,177,108
Mary Curtis,47582199610237613,Female,157,55
Mary Dale,32760198107109272,Female,188,97
Mary Dalton,13383201804086425,Male,151,117
Mary Dao,54456200407222507,Male,171,84
Mary Deleon,69710197207282965,Female,200,109
Mary Doleman,88886194609206516,Female,175,55
Mary Dooley,44066196007203782,Male,167,76
Mary Driver,45812192312215484,Female,161,75
Mary Duplessis,69430195306134722,Female,209,88
Mary Dyar,29616195908314302,Female,188,65
Mary Escobar,74587196209078787,Female,164,65
Mary Estrada,53181193003276196,Male,216,105
Mary Farris,75686201412108904,Male,163,58
Mary Fenwick,88243198109271242,Female,179,84
Mary Ferguson,35559197402269987,Female,201,50
Mary Fiscus,84288198505046973,Female,182,59
Mary Fleming,91513199112257862,Male,205,83
Mary Fogarty,31963201707183912,Female,187,55
Mary Fuentes,62266199403126075,Male,156,59
Mary Fuentes,73374197308175100,Male,156,110
Mary Garceau,78948198006176588,Female,200,89
Mary Garcia,98486196604159716,Male,184,92
Mary Garcia,51008201001013756,Male,193,87
Mary Garcia,40572199801284062,Female,161,117
Mary Garneau,84560199104284575,Female,177,64
Mary Gates,91893198906211909,Male,210,72
Mary Gill,27505194009253446,Male,162,76
Mary Goldberg,28382197008038021,Male,219,70
Mary Goldberg,73356195711134991,Female,195,79
Mary Gonzalez,88048198111286537,Male,191,72
Mary Gonzalez,24546197905023893,Male,170,87
Mary Gonzalez,69881201502244384,Female,186,84
Mary Goss,80644199104134686,Female,181,67
Mary Gray,66753193312061797,Female,174,72
Mary Green,75278193311068329,Male,189,105
Mary Gridley,78368194712074783,Male,209,112
Mary Grimes,27064192311261031,Female,183,53
Mary Grohs,83671196406119879,Female,163,108
Mary Grohs,23799196912057709,Female,161,94
Mary Gurley,62802199305199622,Male,207,62
Mary Hackleman,83330201705148159,Male,161,61
Mary Halas,39246197501048622,Male,206,95
Mary Hall,73489194510273084,Female,176,114
Mary Hamelin,11497198902249305,Female,202,98
Mary Hancock,57351196703319288,Male,173,113
Mary Hancock,33492194504129854,Male,186,90
Mary Harman,52467199804023664,Male,217,51
Mary Henley,59697197112227376,Male,163,96
Mary Hickman,25969197609026123,Male,201,61
Mary Hill,82765199912096532,Female,190,85
Mary Hines,52629197209106762,Male,197,70
Mary Hobbs,58596194302218801,Male,163,119
Mary Hunter,59787197601055328,Female,202,89
Mary Hupper,18883196501229609,Male,188,92
Mary Ippolito,42592194402166821,Male,150,58
Mary Jackson,14616195012226406,Male,211,74
Mary James,91308193109238683,Female,160,51
Mary James,96657195811029708,Female,173,83
Mary Johnson,28047201007222140,Male,215,78
Mary Josefy,49827199112176071,Male,214,101
Mary Keepers,42587194502113429,Male,161,70
Mary Kerr,14776194709093933,Male,156,77
Mary Kimble,25268194307097896,Female,207,54
Mary King,72020196306073697,Male,213,72
Mary Kissinger,76399195506277239,Female,157,101
Mary Kivett,47758198501181243,Female,193,117
Mary Knowles,38733197209189050,Female,158,62
Mary Knox,61905196412075782,Male,217,111
Mary Koch,74627193909175761,Male,181,108
Mary Koehler,93097195602135654,Female,159,105
Mary Koslow,16240200401082443,Female,171,66
Mary Krawczyk,22659197802161054,Female,176,65
Mary Krul,40049201510314933,Male,219,76
Mary Labonte,74332194809138346,Male,191,82
Mary Leary,16097196102091386,Female,203,84
Mary Lease,17716196705216460,Female,194,45
Mary Lease,97894193409096250,Male,193,100
Mary Lessard,66626196611214207,Male,219,92
Mary Lessard,24989197302055286,Male,188,113
Mary Lewis,93526194607181861,Female,188,87
Mary Liefer,12834201105319518,Male,180,104
Mary Llamas,71401193504046655,Male,166,117
Mary Llamas,62869196206045604,Male,193,107
Mary Lozano,76157201610083994,Female,180,100
Mary Lujan,65700200610202997,Female,177,51
Mary Lund,66343200309278877,Female,155,80
Mary Lyons,78661193910148581,Male,215,70
Mary Macaraeg,17442197005237199,Female,168,63
Mary Maiden,70750199804144756,Male,154,49
Mary Marquez,88262198705148139,Female,174,96
Mary Martel,62595201512287422,Male,188,69
Mary Martinie,70040200606307682,Male,182,75
Mary Mata,98934195605212734,Male,193,68
Mary Matsuno,62408193412278344,Male,189,116
Mary Mcclure,11134200406178722,Female,179,45
Mary Mcdougall,71160195512316819,Female,192,115
Mary Mcgarry,26213201109123258,Female,181,115
Mary Mcgarry,35329199910212125,Male,208,64
Mary Mckeever,13049198701225253,Female,177,87
Mary Mckinney,24496198811122444,Male,155,49
Mary Meadows,18174200008312307,Male,159,102
Mary Melton,60085201301126938,Female,166,46
Mary Mickelsen,63264194003055767,Male,161,74
Mary Mills,48253200503222534,Female,151,111
Mary Mixon,94200199304199919,Male,160,67
Mary Monford,21450195510136866,Male,171,46
Mary Morrison,81096201302104087,Male,177,107
Mary Morrison,48131195109287662,Female,169,94
Mary Motley,89665197301245059,Female,178,67
Mary Mueller,23808198910297267,Female,217,47
Mary Nelson,60168196205126750,Male,202,81
Mary Neubauer,96039197712178066,Male,219,100
Mary Nichols,96784197303017055,Female,193,70
Mary Nichols,70199194212226347,Male,165,92
Mary Nichols,31532198208261280,Female,176,62
Mary Oberholtzer,56944200606113319,Male,217,89
Mary Oiler,73959196210254861,Female,187,116
Mary Okeefe,49828198201227227,Female,219,86
Mary Olson,81779197109279123,Male,161,47
Mary Owens,24071198109173979,Male,208,82
Mary Paine,59111200508095482,Female,202,108
Mary Palmese,17541196301272609,Female,150,106
Mary Palomino,24324193109106687,Female,157,109
Mary Palomino,65735195111073720,Male,217,91
Mary Parkhill,95447201006098410,Male,190,48
Mary Parks,93002193308281893,Female,216,72
Mary Petty,62478194603233514,Male,205,51
Mary Pinales,19174201001128748,Female,162,90
Mary Pinegar,18684198312166741,Male,187,88
Mary Poteete,26757194201307469,Female,165,100
Mary Preston,13331193212254408,Female,199,66
Mary Ramirez,72163197603172088,Male,187,78
Mary Randall,46768194009081043,Male,182,59
Mary Randall,31934199704204608,Female,162,103
Mary Reyes,23433201012273606,Female,191,96
Mary Reyes,10646196705246198,Female,164,104
Mary Rickard,45659200703154648,Male,198,95
Mary Rickard,22997192307256779,Male,217,83
Mary Riggs,15222194206154940,Female,208,79
Mary Riley,75916194703156696,Female,205,84
Mary Riley,62042192710263715,Male,178,90
Mary Ritchie,60593200611066975,Male,192,47
Mary Rivas,72746193304108092,Male,216,63
Mary Riveroll,55263194608152073,Female,174,63
